transaction_id,sender_account,receiver_account,amount,transaction_type,merchant_category,location,device_used,is_fraud,spending_deviation_score,velocity_score,geo_anomaly_score,payment_channel,ip_address,device_hash,month_year,risk_level,hour,time_segment,last_15_mins,last_15_mins_non_fraud
T1387811,ACC611984,ACC295365,105.01,payment,other,London,pos,0,1.13,9,0.92,UPI,80.210.143.148,D2012064,2023-01,Medium risk,23,Night,5.0,146.0
T3152761,ACC258943,ACC369141,24.19,payment,travel,Dubai,pos,0,0.71,7,0.42,ACH,56.239.53.83,D9350441,2023-01,Low risk,23,Night,4.0,146.0
T1825496,ACC811618,ACC927041,11.8,transfer,restaurant,Berlin,web,0,0.19,3,0.39,ACH,170.233.246.202,D3940280,2023-01,Low risk,23,Night,4.0,145.0
T683064,ACC197840,ACC976815,2.06,transfer,utilities,London,mobile,0,-1.11,17,0.22,card,208.120.180.200,D9817578,2023-01,High risk,23,Night,4.0,144.0
T107528,ACC311110,ACC562715,26.85,transfer,grocery,Sydney,web,0,0.55,4,0.64,ACH,131.97.87.145,D4594838,2023-01,Low risk,23,Night,4.0,142.0
T2225915,ACC737458,ACC963007,282.25,withdrawal,entertainment,Sydney,pos,0,-0.32,7,0.24,wire_transfer,160.26.20.202,D5246596,2023-01,Low risk,23,Night,4.0,141.0
T4333142,ACC837206,ACC313020,385.4,payment,restaurant,London,atm,0,2.0,2,0.25,wire_transfer,101.80.159.72,D5056062,2023-01,Low risk,23,Night,4.0,141.0
T439140,ACC928011,ACC665324,16.78,transfer,entertainment,Sydney,atm,0,0.26,3,0.99,card,196.15.205.242,D9338852,2023-01,Low risk,23,Night,4.0,134.0
T1096789,ACC138997,ACC245694,30.76,withdrawal,utilities,New York,web,0,-0.38,7,0.67,ACH,200.76.220.2,D6328728,2023-01,Low risk,23,Night,4.0,134.0
T660554,ACC865560,ACC180324,0.01,deposit,travel,Sydney,web,0,0.24,10,0.9,UPI,30.90.160.218,D5164306,2023-01,Medium risk,23,Night,4.0,135.0
T1191786,ACC672749,ACC228977,1691.16,deposit,restaurant,Tokyo,atm,0,-0.23,7,0.99,wire_transfer,160.5.2.251,D7041000,2023-01,Low risk,23,Night,4.0,136.0
T2959529,ACC491806,ACC940302,135.65,payment,other,New York,atm,0,1.07,18,0.44,ACH,171.217.250.176,D6685271,2023-01,High risk,23,Night,4.0,137.0
T4020928,ACC471683,ACC111970,1107.53,deposit,other,Berlin,pos,0,-0.86,8,0.53,wire_transfer,156.7.102.85,D5545956,2023-01,Medium risk,23,Night,4.0,138.0
T4577143,ACC147379,ACC468667,288.04,deposit,online,Sydney,pos,0,0.03,2,0.39,ACH,113.17.171.26,D9805765,2023-01,Low risk,23,Night,4.0,138.0
T3970325,ACC677175,ACC626719,1189.05,deposit,utilities,Sydney,atm,0,3.02,3,0.34,wire_transfer,87.83.251.150,D2406608,2023-01,Low risk,23,Night,4.0,139.0
T1066357,ACC916999,ACC354337,209.57,payment,travel,Dubai,web,0,-0.05,18,0.77,wire_transfer,192.242.163.218,D2407955,2023-01,High risk,23,Night,4.0,140.0
T244075,ACC976442,ACC462458,926.78,deposit,grocery,Tokyo,pos,0,0.12,14,0.53,ACH,121.206.118.195,D2303878,2023-01,Medium risk,23,Night,4.0,137.0
T1472013,ACC838105,ACC513111,403.53,withdrawal,restaurant,Toronto,atm,0,0.18,8,0.75,wire_transfer,57.106.77.168,D2094334,2023-01,Medium risk,23,Night,4.0,138.0
T1154774,ACC682984,ACC746118,25.3,transfer,entertainment,Dubai,atm,0,-0.45,2,0.23,wire_transfer,240.116.249.235,D8704373,2023-01,Low risk,23,Night,4.0,137.0
T4396190,ACC348436,ACC676323,26.16,transfer,entertainment,Dubai,web,0,1.78,2,0.49,ACH,3.76.247.189,D5400717,2023-01,Low risk,23,Night,4.0,133.0
T4398713,ACC760222,ACC657729,75.04,transfer,utilities,Dubai,pos,0,-0.31,13,0.27,wire_transfer,111.2.76.76,D6202424,2023-01,Medium risk,23,Night,4.0,133.0
T4325794,ACC128766,ACC624351,26.1,transfer,other,Dubai,mobile,0,0.81,1,0.57,ACH,65.252.115.91,D2956374,2023-01,Low risk,23,Night,4.0,131.0
T4248001,ACC706541,ACC189277,5.02,payment,travel,Singapore,mobile,0,1.19,6,0.59,UPI,240.85.31.178,D3572788,2023-01,Low risk,23,Night,4.0,132.0
T1840325,ACC354610,ACC539330,312.07,deposit,other,London,mobile,0,-0.15,17,0.1,ACH,153.41.193.156,D9190361,2023-01,High risk,23,Night,4.0,132.0
T4414015,ACC744669,ACC514983,582.22,deposit,restaurant,Toronto,web,0,0.68,18,0.5,UPI,118.27.150.34,D2678638,2023-01,High risk,23,Night,4.0,133.0
T4847057,ACC930680,ACC380653,39.93,transfer,travel,London,pos,0,1.52,13,0.05,ACH,99.28.94.105,D8719577,2023-01,Medium risk,23,Night,4.0,132.0
T3732990,ACC613039,ACC993607,26.07,transfer,entertainment,Dubai,mobile,0,-0.19,1,0.0,wire_transfer,111.93.97.116,D1196441,2023-01,Low risk,23,Night,4.0,130.0
T560233,ACC465903,ACC655725,25.8,payment,utilities,Berlin,pos,0,-0.5,15,0.69,UPI,236.142.11.246,D1005036,2023-01,High risk,23,Night,4.0,131.0
T2189303,ACC343334,ACC835634,143.67,payment,entertainment,Toronto,mobile,0,0.39,4,0.47,ACH,15.216.144.161,D8447856,2023-01,Low risk,23,Night,4.0,132.0
T4438779,ACC217091,ACC952467,29.96,transfer,restaurant,Singapore,pos,0,0.18,11,0.26,wire_transfer,158.251.85.76,D4395220,2023-01,Medium risk,23,Night,4.0,132.0
T4606674,ACC268731,ACC468446,36.5,transfer,travel,Toronto,pos,0,-2.0,12,0.71,wire_transfer,97.84.133.175,D8428941,2023-01,Medium risk,23,Night,4.0,132.0
T3186877,ACC511856,ACC776397,10.51,transfer,online,Singapore,web,1,-1.01,1,0.99,card,58.198.69.53,D7525622,2023-01,Low risk,23,Night,5.0,132.0
T2883490,ACC515593,ACC969778,15.03,transfer,other,New York,web,0,-1.69,13,0.1,card,198.44.143.117,D6093224,2023-01,Medium risk,23,Night,5.0,133.0
T883102,ACC206212,ACC892581,28.39,withdrawal,utilities,Singapore,pos,0,0.08,8,0.98,ACH,81.97.166.162,D8938188,2023-01,Medium risk,23,Night,5.0,134.0
T3376553,ACC627541,ACC384255,41.47,transfer,travel,New York,atm,0,2.34,1,0.56,card,183.248.200.131,D7561561,2023-01,Low risk,23,Night,5.0,135.0
T1408337,ACC507072,ACC514560,1105.79,deposit,entertainment,Sydney,mobile,0,0.4,1,0.27,wire_transfer,251.246.72.187,D7567702,2023-01,Low risk,23,Night,5.0,135.0
T1870439,ACC849728,ACC387366,272.0,withdrawal,retail,Tokyo,atm,0,0.13,2,0.27,card,98.101.112.242,D2742949,2023-01,Low risk,23,Night,5.0,136.0
T2104112,ACC681066,ACC289353,0.01,withdrawal,utilities,Sydney,web,0,-1.09,8,0.53,ACH,16.142.203.179,D5376059,2023-01,Medium risk,23,Night,5.0,137.0
T1877199,ACC655240,ACC650565,733.01,withdrawal,online,New York,web,0,1.01,15,0.31,ACH,59.183.237.9,D3299016,2023-01,High risk,23,Night,5.0,135.0
T2579530,ACC722407,ACC659552,196.4,withdrawal,restaurant,Toronto,atm,0,0.39,6,0.92,wire_transfer,5.248.111.23,D2058190,2023-01,Low risk,23,Night,5.0,135.0
T3808048,ACC306776,ACC454551,114.17,payment,grocery,Tokyo,atm,0,-0.42,12,0.63,ACH,232.9.117.255,D6305651,2023-01,Medium risk,23,Night,5.0,132.0
T4963071,ACC837589,ACC445535,49.54,payment,online,Tokyo,mobile,0,0.36,10,0.19,wire_transfer,121.105.136.34,D4768112,2023-01,Medium risk,23,Night,5.0,132.0
T3742518,ACC118431,ACC695559,76.0,transfer,travel,Toronto,atm,0,1.54,7,0.13,UPI,178.155.6.200,D4079962,2023-01,Low risk,23,Night,5.0,133.0
T194787,ACC765586,ACC807491,21.27,transfer,grocery,New York,atm,0,-0.4,11,0.93,wire_transfer,132.244.13.230,D2683608,2023-01,Medium risk,23,Night,5.0,134.0
T242557,ACC758460,ACC198560,69.85,payment,restaurant,Sydney,mobile,0,0.15,8,0.56,wire_transfer,215.109.235.111,D2733455,2023-01,Medium risk,23,Night,5.0,134.0
T1106260,ACC208739,ACC353998,203.1,payment,utilities,Dubai,web,0,1.17,19,0.44,UPI,105.106.58.204,D6211992,2023-01,High risk,23,Night,5.0,131.0
T1192777,ACC258017,ACC224177,192.62,payment,other,Sydney,atm,0,0.32,1,0.99,wire_transfer,76.253.188.231,D5699889,2023-01,Low risk,23,Night,5.0,132.0
T4026895,ACC556115,ACC636330,8.22,transfer,retail,Berlin,pos,0,1.22,5,0.37,wire_transfer,222.185.165.98,D6724462,2023-01,Low risk,23,Night,5.0,133.0
T151963,ACC673583,ACC155974,229.73,deposit,retail,Toronto,web,0,0.77,1,0.26,ACH,178.94.52.144,D9458510,2023-01,Low risk,23,Night,5.0,134.0
T3219391,ACC990411,ACC196409,64.78,transfer,utilities,Toronto,web,0,0.61,12,0.3,card,241.189.241.194,D4757169,2023-01,Medium risk,23,Night,5.0,134.0
T4739538,ACC516206,ACC303873,1270.01,deposit,travel,New York,mobile,0,0.4,20,0.86,ACH,201.244.11.101,D8281976,2023-01,High risk,23,Night,5.0,131.0
T1240098,ACC749384,ACC140884,159.41,payment,other,Tokyo,mobile,0,-0.3,15,0.8,UPI,71.238.90.93,D5823804,2023-01,High risk,23,Night,5.0,129.0
T1105184,ACC964412,ACC524529,1109.71,deposit,travel,London,pos,0,1.09,19,0.99,card,240.45.8.34,D5289183,2023-01,High risk,23,Night,5.0,129.0
T540670,ACC144683,ACC957518,83.48,payment,entertainment,Tokyo,mobile,0,-0.79,16,0.41,wire_transfer,207.126.50.253,D2204712,2023-01,High risk,23,Night,5.0,130.0
T1232484,ACC749528,ACC205042,11.75,transfer,retail,Toronto,atm,0,-1.19,13,0.08,UPI,168.127.226.165,D7113778,2023-01,Medium risk,23,Night,5.0,131.0
T3672912,ACC696213,ACC733848,335.01,deposit,entertainment,Singapore,atm,0,-0.99,1,0.79,card,201.157.239.96,D9178612,2023-01,Low risk,23,Night,5.0,130.0
T1613237,ACC978026,ACC866407,180.96,withdrawal,online,Singapore,web,0,0.97,2,0.91,ACH,207.110.200.240,D6270728,2023-01,Low risk,23,Night,5.0,129.0
T3518345,ACC699226,ACC246430,173.19,deposit,other,Berlin,web,0,-0.33,10,0.37,card,93.25.156.60,D1621486,2023-01,Medium risk,23,Night,5.0,130.0
T4328494,ACC170388,ACC346101,414.2,withdrawal,online,Berlin,mobile,0,-1.04,19,0.63,wire_transfer,173.88.27.245,D6852253,2023-01,High risk,23,Night,5.0,124.0
T1484578,ACC241130,ACC954685,1001.58,deposit,entertainment,Singapore,mobile,0,-0.48,6,0.28,UPI,69.21.38.107,D8343701,2023-01,Low risk,23,Night,5.0,120.0
T4024903,ACC658174,ACC552139,123.77,payment,travel,Toronto,mobile,0,1.54,20,0.58,UPI,85.216.83.69,D6859445,2023-01,High risk,23,Night,5.0,119.0
T339100,ACC509559,ACC202797,1030.95,deposit,grocery,New York,mobile,0,-1.13,10,0.5,card,235.56.29.245,D4844320,2023-01,Medium risk,23,Night,5.0,120.0
T3367293,ACC382091,ACC469176,1005.6,deposit,retail,New York,atm,0,-0.69,14,0.58,UPI,53.156.54.144,D2721470,2023-01,Medium risk,23,Night,5.0,121.0
T3355370,ACC387936,ACC711630,1232.11,deposit,entertainment,Sydney,pos,0,-1.44,20,0.19,card,45.153.28.57,D7846300,2023-01,High risk,23,Night,5.0,122.0
T4317696,ACC743268,ACC785881,638.35,withdrawal,restaurant,Sydney,atm,0,0.26,16,0.44,ACH,9.145.130.186,D7799606,2023-01,High risk,23,Night,5.0,122.0
T4582197,ACC675296,ACC103331,1816.49,deposit,restaurant,London,web,0,-0.45,8,0.35,ACH,4.178.33.55,D1108104,2023-01,Medium risk,23,Night,5.0,122.0
T4407576,ACC227898,ACC840665,421.44,withdrawal,online,Berlin,web,0,0.03,2,0.78,UPI,37.67.74.2,D7349205,2023-01,Low risk,23,Night,5.0,123.0
T4623894,ACC805573,ACC877448,529.68,deposit,entertainment,Toronto,pos,0,0.6,11,0.64,UPI,10.118.95.234,D6595830,2023-01,Medium risk,23,Night,5.0,123.0
T4706961,ACC731249,ACC264344,10.98,transfer,online,New York,atm,0,-0.03,18,0.96,ACH,81.26.219.159,D6469494,2023-01,High risk,23,Night,5.0,124.0
T199842,ACC761084,ACC813164,1238.52,deposit,grocery,Tokyo,atm,0,-0.08,20,0.29,UPI,115.119.15.230,D9690746,2023-01,High risk,23,Night,5.0,124.0
T4406726,ACC988873,ACC902452,100.27,deposit,online,Dubai,atm,0,-1.28,9,0.66,card,123.73.82.244,D3508571,2023-01,Medium risk,23,Night,5.0,125.0
T2765862,ACC739346,ACC917651,11.44,transfer,entertainment,Sydney,pos,0,-0.23,18,0.36,card,106.253.134.74,D4808113,2023-01,High risk,23,Night,5.0,125.0
T4640731,ACC463896,ACC915047,1646.92,deposit,entertainment,Sydney,mobile,0,0.24,2,0.97,wire_transfer,169.66.102.108,D9413102,2023-01,Low risk,23,Night,5.0,125.0
T1551517,ACC442751,ACC451039,1499.48,deposit,online,London,pos,0,0.74,14,0.79,UPI,232.189.172.211,D5450682,2023-01,Medium risk,23,Night,5.0,126.0
T185023,ACC567111,ACC339446,2.54,transfer,retail,Sydney,atm,0,-0.35,14,0.69,ACH,182.172.11.13,D8482705,2023-01,Medium risk,23,Night,5.0,127.0
T4793275,ACC781075,ACC112117,25.62,transfer,grocery,Sydney,atm,0,-0.91,8,0.31,wire_transfer,68.117.106.118,D5431501,2023-01,Medium risk,23,Night,5.0,127.0
T3756258,ACC761295,ACC152639,56.16,transfer,travel,Dubai,web,0,0.13,5,0.51,wire_transfer,217.34.80.107,D4087788,2023-01,Low risk,23,Night,5.0,123.0
T1533753,ACC462455,ACC813477,27.36,transfer,retail,Sydney,mobile,0,0.17,1,0.42,UPI,3.227.71.105,D7899598,2023-01,Low risk,23,Night,5.0,123.0
T2284444,ACC832669,ACC626606,462.15,deposit,entertainment,Sydney,mobile,0,0.46,19,0.63,card,241.216.58.187,D6838098,2023-01,High risk,23,Night,5.0,122.0
T4470116,ACC783259,ACC253477,464.57,deposit,retail,Toronto,web,0,-0.13,16,0.66,wire_transfer,59.177.237.170,D8159666,2023-01,High risk,23,Night,5.0,121.0
T712013,ACC267818,ACC292540,1399.22,deposit,online,Singapore,pos,0,-0.37,7,0.56,card,244.189.254.19,D3143180,2023-01,Low risk,23,Night,4.0,121.0
T4927171,ACC221926,ACC656027,363.07,withdrawal,restaurant,Singapore,atm,1,1.21,13,0.64,UPI,220.167.148.61,D8659527,2023-01,Medium risk,23,Night,5.0,121.0
T1452979,ACC969896,ACC914130,54.67,transfer,online,Toronto,atm,0,0.43,20,0.4,UPI,70.131.248.20,D1776953,2023-01,High risk,23,Night,5.0,120.0
T4495462,ACC781081,ACC137183,1185.26,deposit,utilities,Tokyo,pos,0,-1.09,4,0.22,UPI,206.121.15.185,D4534483,2023-01,Low risk,23,Night,5.0,121.0
T2988297,ACC443628,ACC623857,285.18,withdrawal,other,Sydney,web,0,0.23,11,0.52,ACH,132.232.185.141,D7294189,2023-01,Medium risk,23,Night,5.0,122.0
T2257521,ACC934732,ACC484688,788.46,deposit,restaurant,Dubai,pos,0,-1.43,12,0.68,ACH,131.228.197.161,D5424458,2023-01,Medium risk,23,Night,4.0,122.0
T1505758,ACC391581,ACC369016,1175.47,deposit,grocery,Tokyo,pos,0,0.2,12,0.37,wire_transfer,125.246.43.1,D4709518,2023-01,Medium risk,23,Night,4.0,122.0
T180352,ACC147539,ACC382611,751.88,deposit,utilities,Berlin,mobile,0,-1.31,11,0.07,card,223.241.51.197,D4452884,2023-01,Medium risk,23,Night,4.0,123.0
T4031499,ACC411463,ACC286240,65.17,payment,other,Singapore,atm,0,-0.06,2,0.15,wire_transfer,126.251.14.8,D3090648,2023-01,Low risk,23,Night,4.0,123.0
T4357984,ACC335211,ACC462040,107.19,payment,utilities,Berlin,atm,0,0.62,1,0.33,UPI,178.143.110.232,D7298143,2023-01,Low risk,23,Night,4.0,123.0
T4575071,ACC607272,ACC748196,122.65,payment,entertainment,Toronto,pos,0,-0.62,13,0.72,card,129.249.170.60,D6388131,2023-01,Medium risk,23,Night,4.0,123.0
T2482254,ACC694957,ACC299170,1525.24,deposit,online,London,pos,0,-0.44,17,0.23,UPI,3.189.23.190,D3538027,2023-01,High risk,23,Night,3.0,123.0
T2001343,ACC605866,ACC395341,399.07,withdrawal,other,Berlin,mobile,0,0.62,16,0.6,card,163.73.213.68,D7167300,2023-01,High risk,23,Night,2.0,122.0
T4480080,ACC108051,ACC208724,21.5,withdrawal,other,New York,mobile,0,-0.15,16,0.63,UPI,246.34.234.63,D3082844,2023-01,High risk,23,Night,2.0,123.0
T3721706,ACC550385,ACC582771,597.01,deposit,travel,Tokyo,web,0,-0.32,11,0.81,card,13.191.232.35,D4929142,2023-01,Medium risk,23,Night,2.0,124.0
T4827941,ACC790593,ACC139769,72.94,payment,online,Sydney,atm,0,-0.82,14,0.61,UPI,159.75.198.156,D2590410,2023-01,Medium risk,23,Night,2.0,125.0
T396333,ACC662241,ACC915331,24.01,payment,travel,Singapore,pos,0,-0.66,16,0.36,card,51.50.148.22,D1881046,2023-01,High risk,23,Night,2.0,124.0
T1446162,ACC198253,ACC760803,49.31,transfer,travel,Dubai,web,0,-0.33,14,0.68,UPI,64.44.183.221,D9105188,2023-01,Medium risk,23,Night,2.0,123.0
T4313315,ACC984180,ACC226116,1049.62,deposit,grocery,Dubai,mobile,0,0.78,3,0.49,ACH,113.45.89.18,D4296581,2023-01,Low risk,23,Night,2.0,124.0
T1290350,ACC808360,ACC649070,309.2,withdrawal,other,New York,atm,0,0.69,15,0.71,ACH,197.157.193.106,D4594706,2023-01,High risk,23,Night,2.0,124.0
T2353440,ACC706547,ACC988191,640.86,deposit,entertainment,New York,web,0,1.02,1,0.5,UPI,54.11.127.112,D3816781,2023-01,Low risk,23,Night,2.0,125.0
T2147902,ACC545889,ACC667187,8.14,payment,grocery,Singapore,atm,0,0.85,12,0.03,wire_transfer,122.59.242.91,D1894882,2023-01,Medium risk,23,Night,2.0,122.0
T4305142,ACC265617,ACC859987,19.13,transfer,utilities,New York,pos,0,1.7,18,0.05,ACH,219.193.52.112,D3299394,2023-01,High risk,23,Night,2.0,121.0
T1172926,ACC795523,ACC441355,1049.56,deposit,online,London,atm,0,0.16,17,0.77,card,14.96.174.169,D7900742,2023-01,High risk,23,Night,2.0,122.0
T744029,ACC385267,ACC187436,32.07,transfer,retail,Sydney,web,0,0.52,1,0.96,ACH,157.166.179.194,D3802564,2023-01,Low risk,23,Night,2.0,123.0
T3627144,ACC500679,ACC922878,15.89,transfer,restaurant,Singapore,atm,0,-1.13,12,0.62,card,96.76.205.240,D3102797,2023-01,Medium risk,23,Night,2.0,124.0
T3517140,ACC675852,ACC557091,6.82,transfer,online,Singapore,web,0,0.75,16,0.4,card,204.5.242.241,D6147130,2023-01,High risk,23,Night,2.0,125.0
T3614828,ACC916520,ACC669187,15.24,transfer,retail,Singapore,mobile,0,0.38,9,0.14,UPI,159.56.11.122,D7309816,2023-01,Medium risk,23,Night,2.0,126.0
T588881,ACC969104,ACC812141,19.52,transfer,other,Berlin,mobile,0,0.18,17,0.96,UPI,240.204.163.6,D4099349,2023-01,High risk,23,Night,2.0,126.0
T2064357,ACC554457,ACC696442,9.45,transfer,online,Berlin,pos,0,0.26,17,0.79,card,132.41.59.116,D3261311,2023-01,High risk,23,Night,2.0,127.0
T3023520,ACC707147,ACC950864,78.38,withdrawal,entertainment,Sydney,pos,0,-0.35,4,0.07,card,8.44.118.16,D6925261,2023-01,Low risk,23,Night,2.0,128.0
T547352,ACC996502,ACC443367,159.5,payment,utilities,Toronto,pos,0,-0.68,2,0.91,card,51.166.102.26,D9820235,2023-01,Low risk,23,Night,2.0,128.0
T3919958,ACC399767,ACC332718,1860.81,deposit,grocery,Tokyo,mobile,0,0.38,16,0.56,wire_transfer,192.19.233.149,D9405753,2023-01,High risk,23,Night,2.0,128.0
T2551070,ACC732547,ACC776364,24.19,payment,other,Tokyo,web,0,-1.36,11,0.21,UPI,104.119.42.67,D9312720,2023-01,Medium risk,23,Night,2.0,128.0
T2162866,ACC671987,ACC225654,6.87,transfer,restaurant,New York,atm,0,0.1,20,0.59,card,136.105.51.204,D1814635,2023-01,High risk,23,Night,2.0,129.0
T1836397,ACC563103,ACC875177,172.8,withdrawal,utilities,Toronto,pos,0,-2.39,14,0.82,card,155.105.181.144,D2547065,2023-01,Medium risk,23,Night,2.0,130.0
T2386438,ACC597553,ACC417006,1258.07,deposit,utilities,Berlin,pos,0,0.17,3,0.82,card,45.245.244.191,D7746953,2023-01,Low risk,23,Night,2.0,129.0
T1444418,ACC356858,ACC724052,302.08,deposit,online,Tokyo,pos,0,1.13,4,0.47,UPI,122.142.215.8,D2253516,2023-01,Low risk,23,Night,2.0,130.0
T3935623,ACC587126,ACC550535,14.64,transfer,other,Dubai,atm,0,-0.48,19,0.36,card,30.43.18.188,D5847598,2023-01,High risk,23,Night,2.0,130.0
T582567,ACC772358,ACC360772,370.47,withdrawal,entertainment,Singapore,mobile,0,-0.7,10,0.25,ACH,60.36.233.38,D3067165,2023-01,Medium risk,23,Night,2.0,129.0
T2232637,ACC150218,ACC853940,0.01,deposit,retail,London,atm,0,1.63,12,0.99,UPI,19.186.107.241,D1704313,2023-01,Medium risk,23,Night,2.0,130.0
T643251,ACC151849,ACC325534,423.78,withdrawal,entertainment,London,web,0,0.03,14,0.25,wire_transfer,48.9.4.18,D2122562,2023-01,Medium risk,23,Night,2.0,131.0
T623405,ACC748922,ACC907215,8.17,transfer,entertainment,Tokyo,mobile,0,0.33,13,0.72,ACH,228.232.20.113,D7814916,2023-01,Medium risk,23,Night,2.0,129.0
T1345198,ACC323775,ACC899181,194.44,withdrawal,grocery,London,pos,0,-1.22,13,0.92,UPI,9.34.126.44,D3770653,2023-01,Medium risk,23,Night,2.0,128.0
T391615,ACC921691,ACC108170,78.21,transfer,retail,Toronto,mobile,0,0.97,16,0.02,ACH,158.35.73.246,D7484688,2023-01,High risk,23,Night,2.0,129.0
T1465347,ACC603768,ACC627475,15.11,transfer,travel,Sydney,pos,0,0.12,18,0.72,wire_transfer,182.155.60.137,D8904970,2023-01,High risk,23,Night,2.0,129.0
T3543104,ACC850362,ACC820457,16.92,transfer,retail,Singapore,mobile,0,-1.95,18,0.56,wire_transfer,131.207.105.171,D3913964,2023-01,High risk,23,Night,2.0,130.0
T2380166,ACC335463,ACC251174,30.42,payment,grocery,London,atm,0,1.09,8,0.92,wire_transfer,37.235.86.54,D9818387,2023-01,Medium risk,23,Night,2.0,129.0
T4483055,ACC422651,ACC773438,17.57,transfer,restaurant,Berlin,pos,0,-0.32,19,0.88,wire_transfer,33.105.108.31,D5454639,2023-01,High risk,23,Night,2.0,129.0
T4496681,ACC371280,ACC339128,1185.88,deposit,utilities,Singapore,atm,0,0.44,6,0.11,UPI,60.165.159.71,D2489232,2023-01,Low risk,23,Night,2.0,130.0
T4604801,ACC751681,ACC998606,58.12,transfer,retail,New York,mobile,0,1.09,16,0.31,ACH,123.102.243.157,D9197650,2023-01,High risk,23,Night,2.0,131.0
T2013814,ACC738860,ACC572245,861.98,deposit,utilities,Toronto,atm,0,-0.63,19,0.62,UPI,30.197.25.21,D4679218,2023-01,High risk,23,Night,2.0,132.0
T1831326,ACC991867,ACC178438,1191.63,deposit,retail,Sydney,atm,0,-0.19,13,0.2,card,122.218.135.5,D4574468,2023-01,Medium risk,23,Night,2.0,133.0
T2539392,ACC568608,ACC405381,14.75,payment,retail,Dubai,atm,0,0.89,14,0.9,card,172.31.211.57,D3929507,2023-01,Medium risk,23,Night,2.0,134.0
T4262817,ACC397828,ACC363138,183.18,withdrawal,other,Tokyo,mobile,0,-0.98,7,0.05,wire_transfer,133.126.4.32,D4195364,2023-01,Low risk,23,Night,2.0,135.0
T1202977,ACC608397,ACC168398,540.67,withdrawal,online,Sydney,pos,0,0.48,10,0.77,ACH,74.234.187.192,D8805238,2023-01,Medium risk,23,Night,2.0,135.0
T4378856,ACC218053,ACC430348,78.43,withdrawal,online,Singapore,atm,0,-1.21,18,0.33,ACH,189.83.204.60,D4428115,2023-01,High risk,23,Night,2.0,133.0
T2812559,ACC738377,ACC377545,25.85,transfer,utilities,Singapore,mobile,0,0.46,13,0.61,card,127.48.48.83,D1273013,2023-01,Medium risk,23,Night,2.0,134.0
T352063,ACC584126,ACC583985,21.12,withdrawal,entertainment,New York,mobile,0,0.81,8,0.15,card,96.189.248.33,D8159907,2023-01,Medium risk,23,Night,2.0,135.0
T2559736,ACC867584,ACC561015,114.33,payment,restaurant,Dubai,mobile,0,-1.27,3,0.97,wire_transfer,37.161.0.166,D8752362,2023-01,Low risk,23,Night,2.0,135.0
T4711525,ACC130890,ACC907240,744.35,withdrawal,travel,Dubai,web,0,-0.99,18,0.07,ACH,131.204.137.94,D5379199,2023-01,High risk,23,Night,2.0,136.0
T2227234,ACC602205,ACC637622,16.12,transfer,utilities,New York,atm,0,2.24,8,0.73,card,103.133.33.127,D6822234,2023-01,Medium risk,23,Night,2.0,136.0
T3758782,ACC802827,ACC863546,448.32,deposit,grocery,Toronto,pos,0,-0.27,5,0.81,ACH,187.249.136.112,D3022530,2023-01,Low risk,23,Night,2.0,137.0
T2128917,ACC419877,ACC143685,732.47,deposit,retail,Berlin,pos,0,-0.5,13,0.5,wire_transfer,112.23.21.163,D4308121,2023-01,Medium risk,23,Night,2.0,138.0
T4891290,ACC124145,ACC197168,96.23,payment,online,Singapore,web,0,-0.18,5,0.32,wire_transfer,224.239.31.105,D1036174,2023-01,Low risk,23,Night,2.0,137.0
T4027202,ACC555280,ACC899000,1376.77,deposit,travel,Dubai,web,0,-0.08,12,0.37,UPI,221.164.133.180,D5091718,2023-01,Medium risk,23,Night,2.0,138.0
T186655,ACC576645,ACC872643,41.41,payment,online,Dubai,mobile,0,-1.28,3,0.84,UPI,153.153.39.27,D8627870,2023-01,Low risk,23,Night,2.0,138.0
T3071691,ACC798807,ACC114786,392.76,deposit,online,Berlin,web,0,-0.18,9,0.67,UPI,146.37.83.116,D9021016,2023-01,Medium risk,23,Night,2.0,139.0
T4713506,ACC861989,ACC113571,674.14,deposit,grocery,Tokyo,atm,0,-1.63,1,0.93,ACH,222.26.160.33,D3042681,2023-01,Low risk,23,Night,2.0,140.0
T2337252,ACC670826,ACC128078,315.52,deposit,grocery,Toronto,pos,0,0.77,17,0.72,wire_transfer,115.155.45.231,D1514461,2023-01,High risk,23,Night,2.0,140.0
T133994,ACC391824,ACC137307,649.83,withdrawal,travel,Toronto,atm,0,1.75,5,0.58,ACH,128.7.195.80,D2201290,2023-01,Low risk,23,Night,2.0,141.0
T1043280,ACC791577,ACC645430,721.12,deposit,restaurant,Sydney,web,0,0.62,15,0.12,UPI,208.152.28.62,D9831768,2023-01,High risk,23,Night,2.0,139.0
T1673791,ACC901423,ACC520273,332.91,withdrawal,utilities,New York,pos,0,-0.22,5,0.01,card,207.193.224.217,D4620889,2023-01,Low risk,23,Night,2.0,140.0
T3267393,ACC765216,ACC561023,903.4,payment,restaurant,Sydney,mobile,0,-0.14,10,0.28,card,64.113.95.28,D7317032,2023-01,Medium risk,23,Night,2.0,136.0
T183968,ACC104827,ACC903152,911.59,deposit,online,Dubai,atm,0,1.65,20,0.92,ACH,111.204.188.237,D8790393,2023-01,High risk,23,Night,2.0,137.0
